statsMetaNo,centerNm,critYr,ptAge,ptSexCd,statsTrgtNm,ncsNmvl,wholNcsDnmvl,ptCntNmvl,wholPtCntDnmvl
14050,uad6dub9bduc554uc13cud130,2018,60,M,Y,1,15,1,12
14050,uad6dub9bduc554uc13cud130,2014,47,F,N,4,4,4,4
14050,uad6dub9bduc554uc13cud130,2012,67,M,N,16,29,14,25
14050,uad6dub9bduc554uc13cud130,2009,41,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2012,57,M,N,3,7,3,7
14050,uad6dub9bduc554uc13cud130,2017,71,M,N,13,14,11,12
14050,uad6dub9bduc554uc13cud130,2011,59,M,,0,0,12,12
14050,uad6dub9bduc554uc13cud130,2018,74,M,N,15,17,12,13
14050,uad6dub9bduc554uc13cud130,2012,69,F,N,4,4,4,4
14050,uad6dub9bduc554uc13cud130,2011,75,M,,0,0,8,8
14050,uad6dub9bduc554uc13cud130,2018,80,M,N,13,13,10,10
14050,uad6dub9bduc554uc13cud130,2010,37,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2016,47,M,N,5,5,4,4
14050,uad6dub9bduc554uc13cud130,2014,71,M,N,14,18,14,18
14050,uad6dub9bduc554uc13cud130,2014,69,F,N,8,8,7,7
14050,uad6dub9bduc554uc13cud130,2013,79,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2015,59,M,N,15,15,13,13
14050,uad6dub9bduc554uc13cud130,2017,77,M,Y,3,17,2,13
14050,uad6dub9bduc554uc13cud130,2018,62,M,N,11,12,9,10
14050,uad6dub9bduc554uc13cud130,2015,74,M,Y,3,19,2,18
14050,uad6dub9bduc554uc13cud130,2011,57,M,,0,0,6,6
14050,uad6dub9bduc554uc13cud130,2016,81,M,N,10,10,10,10
14050,uad6dub9bduc554uc13cud130,2016,51,M,N,3,4,2,3
14050,uad6dub9bduc554uc13cud130,2012,50,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2013,54,F,N,7,7,6,6
14050,uad6dub9bduc554uc13cud130,2015,71,F,N,6,6,5,5
14050,uad6dub9bduc554uc13cud130,2011,46,F,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2008,49,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2011,63,F,,0,0,6,6
14050,uad6dub9bduc554uc13cud130,2017,52,M,N,5,7,4,5
14050,uad6dub9bduc554uc13cud130,2018,45,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2011,43,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2016,84,M,N,4,4,3,3
14050,uad6dub9bduc554uc13cud130,2012,43,M,Y,2,3,1,2
14050,uad6dub9bduc554uc13cud130,2015,85,M,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2018,56,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2009,82,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2018,86,M,N,3,3,2,2
14050,uad6dub9bduc554uc13cud130,2015,38,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2017,47,F,N,3,3,2,2
14050,uad6dub9bduc554uc13cud130,2014,52,M,Y,1,5,1,4
14050,uad6dub9bduc554uc13cud130,2013,88,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2015,91,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2010,49,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2008,66,F,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2009,77,M,,0,0,5,5
14050,uad6dub9bduc554uc13cud130,2012,64,M,Y,7,11,6,9
14050,uad6dub9bduc554uc13cud130,2011,64,F,,0,1,9,9
14050,uad6dub9bduc554uc13cud130,2011,63,M,,0,1,22,23
14050,uad6dub9bduc554uc13cud130,2008,74,F,,0,0,3,3
14050,uad6dub9bduc554uc13cud130,2014,58,M,Y,4,8,3,7
14050,uad6dub9bduc554uc13cud130,2013,66,F,N,10,10,7,7
14050,uad6dub9bduc554uc13cud130,2014,69,M,N,13,15,12,13
14050,uad6dub9bduc554uc13cud130,2016,56,M,N,10,10,9,9
14050,uad6dub9bduc554uc13cud130,2015,59,F,N,10,10,7,7
14050,uad6dub9bduc554uc13cud130,2014,76,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2009,57,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2016,57,F,N,5,5,4,4
14050,uad6dub9bduc554uc13cud130,2012,66,M,Y,13,17,12,15
14050,uad6dub9bduc554uc13cud130,2017,66,M,Y,3,23,2,15
14050,uad6dub9bduc554uc13cud130,2011,72,M,Y,1,2,1,16
14050,uad6dub9bduc554uc13cud130,2011,68,M,,0,0,23,23
14050,uad6dub9bduc554uc13cud130,2012,54,M,N,1,3,1,3
14050,uad6dub9bduc554uc13cud130,2011,51,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2015,67,M,N,13,13,11,11
14050,uad6dub9bduc554uc13cud130,2017,54,M,N,11,13,8,9
14050,uad6dub9bduc554uc13cud130,2016,58,F,N,7,7,7,7
14050,uad6dub9bduc554uc13cud130,2017,56,M,N,7,8,6,7
14050,uad6dub9bduc554uc13cud130,2010,60,M,,0,0,10,10
14050,uad6dub9bduc554uc13cud130,2013,56,M,Y,2,10,2,10
14050,uad6dub9bduc554uc13cud130,2015,77,F,N,4,4,4,4
14050,uad6dub9bduc554uc13cud130,2015,82,M,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2014,56,M,N,7,7,7,7
14050,uad6dub9bduc554uc13cud130,2013,32,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2012,47,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2017,69,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2012,66,F,N,4,6,4,5
14050,uad6dub9bduc554uc13cud130,2016,51,M,Y,1,4,1,3
14050,uad6dub9bduc554uc13cud130,2014,62,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2018,61,M,Y,4,9,3,7
14050,uad6dub9bduc554uc13cud130,2018,62,M,Y,1,12,1,10
14050,uad6dub9bduc554uc13cud130,2015,68,M,Y,4,25,3,20
14050,uad6dub9bduc554uc13cud130,2018,36,F,N,2,2,1,1
14050,uad6dub9bduc554uc13cud130,2018,73,M,Y,1,16,1,13
14050,uad6dub9bduc554uc13cud130,2012,56,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2010,45,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2014,81,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2013,60,M,N,16,18,15,17
14050,uad6dub9bduc554uc13cud130,2010,75,M,,0,0,15,15
14050,uad6dub9bduc554uc13cud130,2011,60,M,,0,2,12,14
14050,uad6dub9bduc554uc13cud130,2009,79,M,,0,0,6,6
14050,uad6dub9bduc554uc13cud130,2009,51,F,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2011,76,M,,0,1,12,13
14050,uad6dub9bduc554uc13cud130,2018,67,F,N,5,5,5,5
14050,uad6dub9bduc554uc13cud130,2018,48,M,N,7,7,3,3
14050,uad6dub9bduc554uc13cud130,2015,72,M,N,18,20,17,19
14050,uad6dub9bduc554uc13cud130,2014,42,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2012,71,F,Y,2,6,2,6
14050,uad6dub9bduc554uc13cud130,2012,81,M,N,1,3,1,2
14050,uad6dub9bduc554uc13cud130,2014,51,F,N,4,4,4,4
14050,uad6dub9bduc554uc13cud130,2011,59,F,,0,0,9,9
14050,uad6dub9bduc554uc13cud130,2012,38,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2015,39,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2013,68,F,N,5,5,5,5
14050,uad6dub9bduc554uc13cud130,2013,45,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2014,64,M,Y,1,14,1,12
14050,uad6dub9bduc554uc13cud130,2008,58,M,,0,0,5,5
14050,uad6dub9bduc554uc13cud130,2014,71,F,N,7,7,7,7
14050,uad6dub9bduc554uc13cud130,2017,86,F,N,4,4,1,1
14050,uad6dub9bduc554uc13cud130,2008,54,M,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2008,54,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2012,80,M,Y,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2008,80,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2014,86,M,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2016,82,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2012,71,F,N,4,6,4,6
14050,uad6dub9bduc554uc13cud130,2017,50,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2009,81,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2009,54,F,,0,0,3,3
14050,uad6dub9bduc554uc13cud130,2018,45,M,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2008,44,F,,0,0,3,3
14050,uad6dub9bduc554uc13cud130,2016,37,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2010,48,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2008,57,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2014,60,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2018,69,F,N,6,6,5,5
14050,uad6dub9bduc554uc13cud130,2011,51,M,N,1,1,1,8
14050,uad6dub9bduc554uc13cud130,2012,67,M,Y,13,29,12,25
14050,uad6dub9bduc554uc13cud130,2017,79,M,N,5,5,4,4
14050,uad6dub9bduc554uc13cud130,2008,74,M,,0,0,9,9
14050,uad6dub9bduc554uc13cud130,2010,76,M,,0,0,8,8
14050,uad6dub9bduc554uc13cud130,2011,64,F,N,1,1,1,9
14050,uad6dub9bduc554uc13cud130,2018,75,F,N,15,15,11,11
14050,uad6dub9bduc554uc13cud130,2013,69,M,N,13,15,10,12
14050,uad6dub9bduc554uc13cud130,2016,71,M,N,17,18,15,16
14050,uad6dub9bduc554uc13cud130,2008,68,M,,0,0,17,17
14050,uad6dub9bduc554uc13cud130,2018,76,F,N,10,10,6,6
14050,uad6dub9bduc554uc13cud130,2013,42,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2018,74,F,N,15,15,9,9
14050,uad6dub9bduc554uc13cud130,2010,55,M,,0,0,9,9
14050,uad6dub9bduc554uc13cud130,2009,60,M,,0,0,12,12
14050,uad6dub9bduc554uc13cud130,2016,52,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2013,67,F,N,5,5,5,5
14050,uad6dub9bduc554uc13cud130,2012,54,M,Y,2,3,2,3
14050,uad6dub9bduc554uc13cud130,2011,41,M,N,1,1,1,4
14050,uad6dub9bduc554uc13cud130,2013,82,M,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2010,72,M,,0,0,14,14
14050,uad6dub9bduc554uc13cud130,2008,73,M,,0,0,12,12
14050,uad6dub9bduc554uc13cud130,2017,55,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2013,77,M,N,9,12,8,11
14050,uad6dub9bduc554uc13cud130,2008,73,F,,0,0,3,3
14050,uad6dub9bduc554uc13cud130,2012,79,M,Y,7,8,5,5
14050,uad6dub9bduc554uc13cud130,2015,57,M,N,9,9,8,8
14050,uad6dub9bduc554uc13cud130,2016,79,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2018,71,F,N,10,11,8,9
14050,uad6dub9bduc554uc13cud130,2014,84,M,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2017,52,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2017,70,F,Y,1,10,1,9
14050,uad6dub9bduc554uc13cud130,2009,43,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2015,79,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2011,34,M,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2015,80,M,Y,2,12,1,9
14050,uad6dub9bduc554uc13cud130,2008,69,F,,0,0,3,3
14050,uad6dub9bduc554uc13cud130,2014,77,M,Y,1,8,1,7
14050,uad6dub9bduc554uc13cud130,2012,74,M,N,3,16,3,15
14050,uad6dub9bduc554uc13cud130,2017,47,M,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2008,38,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2010,40,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2012,43,M,N,1,3,1,2
14050,uad6dub9bduc554uc13cud130,2012,48,M,Y,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2012,50,M,N,1,3,1,3
14050,uad6dub9bduc554uc13cud130,2008,53,M,,0,0,8,8
14050,uad6dub9bduc554uc13cud130,2015,70,M,N,13,13,10,10
14050,uad6dub9bduc554uc13cud130,2016,77,F,N,8,8,6,6
14050,uad6dub9bduc554uc13cud130,2012,79,F,Y,2,3,2,3
14050,uad6dub9bduc554uc13cud130,2008,75,M,,0,0,6,6
14050,uad6dub9bduc554uc13cud130,2014,55,M,N,6,7,4,5
14050,uad6dub9bduc554uc13cud130,2011,42,F,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2014,74,M,N,13,14,12,13
14050,uad6dub9bduc554uc13cud130,2017,64,M,N,17,20,11,13
14050,uad6dub9bduc554uc13cud130,2015,50,M,N,5,5,4,4
14050,uad6dub9bduc554uc13cud130,2016,69,F,N,10,10,8,8
14050,uad6dub9bduc554uc13cud130,2017,61,M,N,19,23,14,16
14050,uad6dub9bduc554uc13cud130,2017,57,F,N,5,5,5,5
14050,uad6dub9bduc554uc13cud130,2012,55,M,N,2,10,2,10
14050,uad6dub9bduc554uc13cud130,2016,79,M,N,8,8,5,5
14050,uad6dub9bduc554uc13cud130,2016,59,M,N,15,16,13,13
14050,uad6dub9bduc554uc13cud130,2017,75,F,N,7,7,5,5
14050,uad6dub9bduc554uc13cud130,2010,38,M,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2012,59,M,N,5,14,4,13
14050,uad6dub9bduc554uc13cud130,2012,49,M,Y,4,5,4,5
14050,uad6dub9bduc554uc13cud130,2011,45,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2016,66,M,N,11,15,11,13
14050,uad6dub9bduc554uc13cud130,2011,76,F,,0,1,6,6
14050,uad6dub9bduc554uc13cud130,2009,73,M,,0,0,9,9
14050,uad6dub9bduc554uc13cud130,2011,82,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2011,82,M,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2014,59,M,N,6,7,6,7
14050,uad6dub9bduc554uc13cud130,2011,48,M,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2009,71,F,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2015,78,F,N,5,5,2,2
14050,uad6dub9bduc554uc13cud130,2011,60,M,Y,2,2,2,14
14050,uad6dub9bduc554uc13cud130,2012,57,M,Y,4,7,4,7
14050,uad6dub9bduc554uc13cud130,2015,29,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2013,49,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2009,74,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2012,59,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2012,77,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2011,63,M,Y,1,1,1,23
14050,uad6dub9bduc554uc13cud130,2011,44,M,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2014,57,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2014,49,M,Y,1,5,1,5
14050,uad6dub9bduc554uc13cud130,2008,78,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2018,36,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2010,69,M,,0,0,15,15
14050,uad6dub9bduc554uc13cud130,2009,57,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2009,50,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2009,66,M,,0,0,14,14
14050,uad6dub9bduc554uc13cud130,2016,61,M,N,10,11,8,9
14050,uad6dub9bduc554uc13cud130,2017,78,F,N,8,8,5,5
14050,uad6dub9bduc554uc13cud130,2014,54,F,N,7,7,7,7
14050,uad6dub9bduc554uc13cud130,2016,67,M,N,14,15,12,13
14050,uad6dub9bduc554uc13cud130,2017,77,M,N,14,17,11,13
14050,uad6dub9bduc554uc13cud130,2016,75,F,N,9,9,8,8
14050,uad6dub9bduc554uc13cud130,2017,68,F,N,4,5,4,5
14050,uad6dub9bduc554uc13cud130,2009,46,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2015,36,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2018,55,F,N,9,9,8,8
14050,uad6dub9bduc554uc13cud130,2015,69,F,N,9,9,7,7
14050,uad6dub9bduc554uc13cud130,2014,52,M,N,4,5,3,4
14050,uad6dub9bduc554uc13cud130,2011,78,M,,0,0,8,8
14050,uad6dub9bduc554uc13cud130,2008,63,M,,0,0,8,8
14050,uad6dub9bduc554uc13cud130,2010,67,M,,0,0,17,17
14050,uad6dub9bduc554uc13cud130,2012,41,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2012,78,M,N,1,7,1,6
14050,uad6dub9bduc554uc13cud130,2010,77,M,,0,0,6,6
14050,uad6dub9bduc554uc13cud130,2012,58,M,Y,7,10,7,10
14050,uad6dub9bduc554uc13cud130,2018,83,M,N,4,4,3,3
14050,uad6dub9bduc554uc13cud130,2016,65,M,Y,2,7,2,6
14050,uad6dub9bduc554uc13cud130,2016,73,M,Y,2,23,2,19
14050,uad6dub9bduc554uc13cud130,2014,39,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2010,58,F,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2013,48,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2016,73,F,N,3,3,2,2
14050,uad6dub9bduc554uc13cud130,2017,51,F,N,6,6,4,4
14050,uad6dub9bduc554uc13cud130,2015,53,F,N,7,7,6,6
14050,uad6dub9bduc554uc13cud130,2008,62,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2011,72,M,N,1,2,1,16
14050,uad6dub9bduc554uc13cud130,2015,60,M,Y,2,22,2,15
14050,uad6dub9bduc554uc13cud130,2008,88,M,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2013,57,F,N,4,4,3,3
14050,uad6dub9bduc554uc13cud130,2012,70,F,Y,1,7,1,7
14050,uad6dub9bduc554uc13cud130,2010,31,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2018,70,M,Y,2,15,1,11
14050,uad6dub9bduc554uc13cud130,2011,73,M,,0,0,17,17
14050,uad6dub9bduc554uc13cud130,2013,58,M,N,14,17,12,14
14050,uad6dub9bduc554uc13cud130,2013,65,F,N,5,5,5,5
14050,uad6dub9bduc554uc13cud130,2013,67,M,N,7,9,7,8
14050,uad6dub9bduc554uc13cud130,2014,83,M,N,2,2,1,1
14050,uad6dub9bduc554uc13cud130,2008,52,M,,0,0,3,3
14050,uad6dub9bduc554uc13cud130,2012,69,M,Y,11,20,11,19
14050,uad6dub9bduc554uc13cud130,2013,76,M,N,4,4,2,2
14050,uad6dub9bduc554uc13cud130,2018,73,M,N,15,16,12,13
14050,uad6dub9bduc554uc13cud130,2018,60,F,N,6,6,6,6
14050,uad6dub9bduc554uc13cud130,2016,65,M,N,5,7,4,6
14050,uad6dub9bduc554uc13cud130,2017,70,F,N,9,10,8,9
14050,uad6dub9bduc554uc13cud130,2011,75,F,,0,0,6,6
14050,uad6dub9bduc554uc13cud130,2017,64,M,Y,3,20,2,13
14050,uad6dub9bduc554uc13cud130,2016,64,F,N,4,4,4,4
14050,uad6dub9bduc554uc13cud130,2016,68,F,N,6,6,6,6
14050,uad6dub9bduc554uc13cud130,2018,72,F,N,13,13,10,10
14050,uad6dub9bduc554uc13cud130,2009,62,M,,0,0,10,10
14050,uad6dub9bduc554uc13cud130,2017,79,F,N,7,7,7,7
14050,uad6dub9bduc554uc13cud130,2015,64,F,N,8,8,6,6
14050,uad6dub9bduc554uc13cud130,2017,45,M,N,2,4,1,2
14050,uad6dub9bduc554uc13cud130,2009,53,F,,0,0,5,5
14050,uad6dub9bduc554uc13cud130,2017,55,M,Y,4,13,4,11
14050,uad6dub9bduc554uc13cud130,2016,54,M,N,3,3,2,2
14050,uad6dub9bduc554uc13cud130,2009,72,M,,0,0,10,10
14050,uad6dub9bduc554uc13cud130,2016,53,F,N,6,6,5,5
14050,uad6dub9bduc554uc13cud130,2014,54,M,Y,2,12,1,10
14050,uad6dub9bduc554uc13cud130,2008,44,M,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2012,52,M,N,2,7,2,6
14050,uad6dub9bduc554uc13cud130,2012,30,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2018,42,F,N,4,4,2,2
14050,uad6dub9bduc554uc13cud130,2017,51,M,Y,1,5,1,5
14050,uad6dub9bduc554uc13cud130,2018,62,F,N,8,8,7,7
14050,uad6dub9bduc554uc13cud130,2013,62,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2015,86,M,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2018,81,F,N,4,4,3,3
14050,uad6dub9bduc554uc13cud130,2018,77,M,Y,2,14,2,12
14050,uad6dub9bduc554uc13cud130,2015,69,M,Y,1,21,1,21
14050,uad6dub9bduc554uc13cud130,2017,38,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2010,85,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2010,56,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2018,88,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2018,67,M,Y,1,20,1,15
14050,uad6dub9bduc554uc13cud130,2011,69,M,,0,0,12,12
14050,uad6dub9bduc554uc13cud130,2010,29,F,,0,0,2,2
14050,uad6dub9bduc554uc13cud130,2015,69,M,N,20,21,20,21
14050,uad6dub9bduc554uc13cud130,2015,89,M,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2017,61,M,Y,4,23,2,16
14050,uad6dub9bduc554uc13cud130,2009,58,F,,0,0,5,5
14050,uad6dub9bduc554uc13cud130,2014,31,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2015,56,F,N,8,8,7,7
14050,uad6dub9bduc554uc13cud130,2018,69,M,N,19,23,16,19
14050,uad6dub9bduc554uc13cud130,2014,64,M,N,13,14,11,12
14050,uad6dub9bduc554uc13cud130,2011,61,M,,0,0,14,14
14050,uad6dub9bduc554uc13cud130,2013,75,M,N,11,12,10,11
14050,uad6dub9bduc554uc13cud130,2017,64,F,N,4,4,2,2
14050,uad6dub9bduc554uc13cud130,2017,31,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2012,75,F,N,4,4,4,4
14050,uad6dub9bduc554uc13cud130,2014,58,M,N,4,8,4,7
14050,uad6dub9bduc554uc13cud130,2010,79,M,,0,0,4,4
14050,uad6dub9bduc554uc13cud130,2015,77,M,N,10,11,9,10
14050,uad6dub9bduc554uc13cud130,2014,78,M,N,9,10,8,9
14050,uad6dub9bduc554uc13cud130,2010,49,M,,0,0,3,3
14050,uad6dub9bduc554uc13cud130,2018,65,F,N,7,7,6,6
14050,uad6dub9bduc554uc13cud130,2015,63,F,N,8,8,7,7
14050,uad6dub9bduc554uc13cud130,2012,35,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2011,72,F,,0,0,5,5
14050,uad6dub9bduc554uc13cud130,2012,52,M,Y,5,7,4,6
14050,uad6dub9bduc554uc13cud130,2011,86,M,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2012,74,F,N,3,3,3,3
14050,uad6dub9bduc554uc13cud130,2013,70,F,N,8,8,8,8
14050,uad6dub9bduc554uc13cud130,2013,50,F,N,2,2,2,2
14050,uad6dub9bduc554uc13cud130,2017,56,M,Y,1,8,1,7
14050,uad6dub9bduc554uc13cud130,2012,72,M,Y,5,11,4,10
14050,uad6dub9bduc554uc13cud130,2014,66,F,N,7,7,6,6
14050,uad6dub9bduc554uc13cud130,2015,55,F,N,1,1,1,1
14050,uad6dub9bduc554uc13cud130,2016,70,M,Y,1,13,1,10
14050,uad6dub9bduc554uc13cud130,2008,81,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2009,41,F,,0,0,1,1
14050,uad6dub9bduc554uc13cud130,2018,52,M,Y,1,5,1,5
14050,uad6dub9bduc554uc13cud130,2016,54,F,Y,1,7,1,4
14050,uad6dub9bduc554uc13cud130,2013,50,M,Y,1,5,1,5
14050,uad6dub9bduc554uc13cud130,2009,84,M,,0,0,1,1
