statsMetaNo,centerNm,critYr,ptAge,ptSexCd,statsTrgtNm,ncsNmvl,wholNcsDnmvl,ptCntNmvl,wholPtCntDnmvl
20040,uad6dub9bduc554uc13cud130,2010,58,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,75,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,77,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,67,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,47,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,71,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2008,74,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,63,F,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2018,79,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2011,71,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,73,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2016,78,M,N,4,4,3,3
20040,uad6dub9bduc554uc13cud130,2018,55,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2011,68,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,46,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,67,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,64,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2011,70,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,66,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,57,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,52,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,72,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,75,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,74,M,N,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2011,53,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,68,M,Y,2,4,2,4
20040,uad6dub9bduc554uc13cud130,2009,61,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,80,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,70,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2012,60,M,N,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2017,86,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,52,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2012,74,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,59,F,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2016,63,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,76,F,N,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2012,76,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,58,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2013,58,M,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2018,77,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,71,F,Y,2,4,2,4
20040,uad6dub9bduc554uc13cud130,2012,60,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,51,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,49,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,70,M,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2012,74,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,53,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,67,M,Y,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2015,78,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,77,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,88,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,77,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2009,74,F,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2012,42,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,61,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,73,F,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,58,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,45,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,55,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2017,65,F,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2012,50,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,58,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,59,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2010,81,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,44,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,61,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,63,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2011,75,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,63,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2008,66,M,N,1,4,1,4
20040,uad6dub9bduc554uc13cud130,2018,61,M,Y,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2008,67,M,N,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2010,63,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,62,M,N,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2011,70,M,Y,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2009,53,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,48,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2015,77,F,N,3,4,2,3
20040,uad6dub9bduc554uc13cud130,2016,66,M,N,1,4,1,4
20040,uad6dub9bduc554uc13cud130,2010,73,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2016,52,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,59,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,73,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,74,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,63,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2011,80,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,80,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,79,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,49,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,77,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,56,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,73,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,68,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,82,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,69,M,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2014,72,F,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2015,71,F,N,2,4,2,4
20040,uad6dub9bduc554uc13cud130,2014,72,M,Y,2,6,2,6
20040,uad6dub9bduc554uc13cud130,2010,45,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,68,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,62,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2012,83,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,56,M,Y,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2015,64,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,79,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,60,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2017,65,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,71,F,N,2,3,1,2
20040,uad6dub9bduc554uc13cud130,2018,49,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,72,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,72,F,Y,1,5,1,5
20040,uad6dub9bduc554uc13cud130,2010,69,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2009,66,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2009,73,F,N,3,3,2,2
20040,uad6dub9bduc554uc13cud130,2012,75,M,Y,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2011,76,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2008,52,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,63,F,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2012,55,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2018,59,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,75,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,71,M,Y,4,4,4,4
20040,uad6dub9bduc554uc13cud130,2017,74,M,Y,4,4,4,4
20040,uad6dub9bduc554uc13cud130,2013,82,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,74,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,49,M,N,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2012,77,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2012,82,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,59,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,45,M,Y,2,2,1,1
20040,uad6dub9bduc554uc13cud130,2013,57,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,77,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2011,69,M,N,2,4,2,4
20040,uad6dub9bduc554uc13cud130,2009,76,M,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2008,52,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2014,64,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,78,M,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2017,69,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2013,61,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,55,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,65,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2018,59,M,Y,4,5,4,5
20040,uad6dub9bduc554uc13cud130,2015,67,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2009,58,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,74,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2009,43,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,73,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2016,77,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,75,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,68,M,Y,4,4,4,4
20040,uad6dub9bduc554uc13cud130,2012,44,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,78,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,64,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,39,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,81,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2014,76,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,58,F,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2008,44,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,70,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2014,72,M,N,4,6,4,6
20040,uad6dub9bduc554uc13cud130,2015,52,M,Y,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2018,62,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,71,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,47,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,53,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,72,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2018,60,F,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2018,53,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,44,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,70,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2016,62,M,N,1,4,1,4
20040,uad6dub9bduc554uc13cud130,2016,62,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,81,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,35,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,49,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,76,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,65,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2016,79,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,69,M,N,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2012,49,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,83,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,45,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,50,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,65,M,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2017,66,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2015,77,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2008,50,M,N,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2018,71,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,60,M,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2011,44,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,56,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,52,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2010,50,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,61,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,57,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,69,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,81,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,51,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,54,M,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2017,74,F,N,4,4,4,4
20040,uad6dub9bduc554uc13cud130,2011,74,F,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2013,67,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,58,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,81,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,73,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2010,76,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,67,M,Y,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2010,57,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,49,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2017,59,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2016,49,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,76,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,72,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2010,59,M,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2014,67,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,60,M,N,1,4,1,4
20040,uad6dub9bduc554uc13cud130,2011,77,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,83,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,65,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2017,70,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,49,F,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2013,47,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,65,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,64,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,49,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,76,F,Y,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2016,78,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2015,41,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,65,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,68,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,53,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,76,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2010,76,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,54,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,57,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,56,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,53,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,62,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2008,33,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,82,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,69,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,84,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,70,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2012,69,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,57,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,61,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2015,60,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,65,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,57,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2018,84,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2017,54,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,76,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2012,72,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2013,71,M,N,1,3,1,3
20040,uad6dub9bduc554uc13cud130,2010,62,M,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2012,69,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,69,F,N,3,3,2,2
20040,uad6dub9bduc554uc13cud130,2011,69,M,Y,2,4,2,4
20040,uad6dub9bduc554uc13cud130,2017,55,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2012,81,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2010,43,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,70,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2016,64,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,49,M,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2018,47,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2015,47,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,73,M,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2012,40,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,64,F,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2014,71,F,N,3,3,3,3
20040,uad6dub9bduc554uc13cud130,2012,71,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,69,F,N,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2015,61,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,67,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2017,82,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,80,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2018,65,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2016,55,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2015,74,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,80,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,69,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2017,76,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2015,76,M,Y,2,3,2,3
20040,uad6dub9bduc554uc13cud130,2009,36,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,56,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,59,M,N,1,5,1,5
20040,uad6dub9bduc554uc13cud130,2012,64,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2017,55,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2016,58,F,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2013,73,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2009,56,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,63,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,46,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2012,65,F,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2014,75,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,54,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2011,55,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2013,76,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2008,42,M,Y,2,2,2,2
20040,uad6dub9bduc554uc13cud130,2014,61,F,N,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2014,51,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,68,F,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2018,73,M,Y,1,2,1,2
20040,uad6dub9bduc554uc13cud130,2010,63,M,Y,3,4,3,4
20040,uad6dub9bduc554uc13cud130,2014,79,F,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2009,81,M,N,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,44,M,Y,1,1,1,1
20040,uad6dub9bduc554uc13cud130,2014,78,F,N,2,2,2,2
